continent;country;domain;size_bytes;height_px;width_px
Südamerika;Chile;agenda.redsalud.cl;10735;1080;1920
Südamerika;Chile;app.bsale.cl;574392;1080;1920
Südamerika;Chile;app.ctrlit.cl;202095;1080;1920
Südamerika;Chile;aula.usm.cl;14089;1080;1920
Südamerika;Chile;bubbabags.cl;995338;4084;1920
Südamerika;Chile;cannonhome.cl;6933046;9272;2400
Südamerika;Chile;catalogo.movistar.cl;1980319;14468;1920
Südamerika;Chile;centrodeayudaonline.clarochile.cl;50470;1080;1920
Südamerika;Chile;cinepolischile.cl;2427140;2346;1920
Südamerika;Chile;claveunica.gob.cl;8511;1080;1920
Südamerika;Chile;dalealbo.cl;2895227;7221;1920
Südamerika;Chile;eldesconcierto.cl;4665341;9960;1920
Südamerika;Chile;emisora.cl;286716;1643;1920
Südamerika;Chile;escortnorte.cl;5434155;3812;1920
Südamerika;Chile;jugabet.cl;44127;1080;2000
Südamerika;Chile;loa.sii.cl;9911;1080;1920
Südamerika;Chile;login.portalempresas.bancochile.cl;1564097;1080;1920
Südamerika;Chile;miperfil.entel.cl;8511;1080;1920
Südamerika;Chile;misiir.sii.cl;9911;1080;1920
Südamerika;Chile;newbalance.cl;1327448;3421;1920
Südamerika;Chile;nueva.afpmodelo.cl;590397;3871;1920
Südamerika;Chile;pagofacilwom.cl;975347;3465;1920
Südamerika;Chile;postulacion.beneficiosestudiantiles.cl;224983;1430;1920
Südamerika;Chile;practicatest.cl;2416653;5901;1920
Südamerika;Chile;preunic.cl;8511;1080;1920
Südamerika;Chile;proyecto.webescuela.cl;3447260;1389;1920
Südamerika;Chile;redgol.cl;3374654;11678;1920
Südamerika;Chile;reservo.cl;2618014;10215;1920
Südamerika;Chile;sence.gob.cl;2092754;4113;1920
Südamerika;Chile;silkperfumes.cl;3820849;9749;1920
Südamerika;Chile;tramites.extranjeria.gob.cl;226318;1688;1920
Südamerika;Chile;webafiliados.afc.cl;23874;1080;1920
Südamerika;Chile;ww2.movistar.cl;491256;1116;1920
Südamerika;Chile;www.abc.cl;5994873;6572;1920
Südamerika;Chile;www.ayudamineduc.cl;991427;2169;1920
Südamerika;Chile;www.bancofalabella.cl;39083;1100;1920
Südamerika;Chile;www.bancoripley.cl;798787;6481;1920
Südamerika;Chile;www.bcn.cl;2168703;4514;1920
Südamerika;Chile;www.blue.cl;775099;3426;1920
Südamerika;Chile;www.chileatiende.gob.cl;408934;3484;1920
Südamerika;Chile;www.chileautos.cl;1837126;3808;1920
Südamerika;Chile;www.chiletrabajos.cl;715368;4042;1920
Südamerika;Chile;www.chilevision.cl;3493146;8109;1920
Südamerika;Chile;www.clarochile.cl;47998;1080;1920
Südamerika;Chile;www.construmart.cl;3246813;5690;1920
Südamerika;Chile;www.converse.cl;3203517;3994;1920
Südamerika;Chile;www.correos.cl;22242;1080;1920
Südamerika;Chile;www.cruzverde.cl;2541982;6462;1920
Südamerika;Chile;www.curriculumnacional.cl;2470598;6041;1920
Südamerika;Chile;www.decathlon.cl;44251;1080;1920
Südamerika;Chile;www.despegar.cl;40834;1080;1920
Südamerika;Chile;www.drsimi.cl;1660013;5969;1920
Südamerika;Chile;www.efe.cl;2852764;3582;1920
Südamerika;Chile;www.eliteperfumes.cl;1839369;10571;1920
Südamerika;Chile;www.elmostrador.cl;2031630;9489;1920
Südamerika;Chile;www.farmaciasahumada.cl;5254939;7395;1920
Südamerika;Chile;www.flashscore.cl;1279655;8745;1920
Südamerika;Chile;www.flixbus.cl;1347500;2817;1920
Südamerika;Chile;www.gob.cl;41589;1080;1920
Südamerika;Chile;www.integramedica.cl;3046341;5986;1920
Südamerika;Chile;www.jumbo.cl;1300528;6342;1920
Südamerika;Chile;www.kameone.cl;649140;1080;1920
Südamerika;Chile;www.lider.cl;29085;1112;1920
Südamerika;Chile;www.locanto.cl;41670;1080;1920
Südamerika;Chile;www.loteria.cl;2875934;2076;1920
Südamerika;Chile;www.mega.cl;10240324;12153;1920
Südamerika;Chile;www.meganoticias.cl;9892865;14917;1920
Südamerika;Chile;www.pcfactory.cl;3735559;7476;1920
Südamerika;Chile;www.red.cl;1637091;4644;1920
Südamerika;Chile;www.servel.cl;975293;3218;1920
Südamerika;Chile;www.sistemadeadmisionescolar.cl;323713;2080;1920
Südamerika;Chile;www.sodimac.cl;43337;1080;1920
Südamerika;Chile;www.t13.cl;1534516;9957;1920
Südamerika;Chile;www.tgr.cl;31407;1088;1920
Südamerika;Chile;www.theclinic.cl;3873888;10301;1920
Südamerika;Chile;www.tiendacopec.cl;4640589;5563;1920
Südamerika;Chile;www.trabajando.cl;1253371;3717;2020
Südamerika;Chile;www.twinkl.cl;754218;3089;1920
Südamerika;Chile;www.viajesfalabella.cl;40898;1080;1920
Südamerika;Chile;www.wenas.cl;10020803;7815;1920
Südamerika;Chile;www.yapo.cl;2221094;5443;1935
Südamerika;Chile;www1.sii.cl;9911;1080;1920
Südamerika;Chile;www2.sii.cl;165822;1080;1920
Südamerika;Chile;www4.sii.cl;165822;1080;1920
Asien;China;2fa.cn;49240;1080;1920
Asien;China;365.kdocs.cn;8511;1080;1920
Asien;China;accounts.feishu.cn;12305;1080;1920
Asien;China;alienth.cn;1622877;8977;1920
Asien;China;amazon.rooomy.com.cn;71933;1080;1920
Asien;China;api.e-toys.cn;873854;1080;1920
Asien;China;bb.cuhk.edu.cn;389975;1080;1920
Asien;China;bbs.kafan.cn;942851;3430;1920
Asien;China;bbs.nga.cn;29989;1080;1920
Asien;China;bf.7m.com.cn;2096483;7034;1920
Asien;China;bio.visaforchina.cn;1060390;1080;1920
Asien;China;bm.scs.gov.cn;37832;1080;1920
Asien;China;buyer-h5.cantonfair.org.cn;112159;1080;1920
Asien;China;coach.haoyueke.cn;30305;1080;1920
Asien;China;coe.leme.hk.cn;6755826;3876;1920
Asien;China;consular.mfa.gov.cn;8511;1080;1920
Asien;China;course.pku.edu.cn;871291;1080;1920
Asien;China;cova.mfa.gov.cn;320668;1080;1920
Asien;China;crm.xiaoman.cn;73083;1080;1920
Asien;China;data.7m.com.cn;944173;1548;1920
Asien;China;dazi.kukuw.cn;696636;1080;1920
Asien;China;e-cda.cn;1877934;3005;1920
Asien;China;ext.dcloud.net.cn;883914;3789;1920
Asien;China;finance.sina.com.cn;3411853;6414;1920
Asien;China;flowus.cn;1734875;8313;1920
Asien;China;g6.globalwits.cn;1148548;1080;1920
Asien;China;gdlusdt.cn;400380;1331;1920
Asien;China;htcs.jtexpress.com.cn;8511;1080;1920
Asien;China;ic.ustc.edu.cn;3810523;3262;1920
Asien;China;info.warning.360.cn;14839;1080;1920
Asien;China;iq.feishu.cn;298285;1080;1920
Asien;China;juejin.cn;127824;1080;1920
Asien;China;k2.tensormedia.cn;499799;1080;1920
Asien;China;kyfw.12306.cn;115035;1080;1920
Asien;China;leetcode.cn;42947;1080;1920
Asien;China;littleskin.cn;2531166;1773;1920
Asien;China;lotto.sina.cn;353577;1080;1920
Asien;China;m.chinesetest.cn;1593376;3592;1920
Asien;China;m.gamespot.com.cn;1212391;2398;1920
Asien;China;mi.feishu.cn;12291;1080;1920
Asien;China;mirrors.tuna.tsinghua.edu.cn;1119156;7289;1920
Asien;China;my.chsi.com.cn;199882;8640;1920
Asien;China;my.duoplus.cn;116320;1080;1920
Asien;China;oc.sjtu.edu.cn;104496;1080;1920
Asien;China;open.feishu.cn;584024;1080;1920
Asien;China;pan.quark.cn;1214907;4141;1920
Asien;China;paper.people.com.cn;532609;1247;1920
Asien;China;portal.bshg.com.cn;113920;1080;1920
Asien;China;project.feishu.cn;2867372;13136;1920
Asien;China;pss-system.cponline.cnipa.gov.cn;8511;1080;1920
Asien;China;rastarsdd.wjx.cn;20179;1080;1920
Asien;China;seller.shopee.cn;16244;1080;1920
Asien;China;space.coze.cn;62910;1080;1920
Asien;China;stock.finance.sina.com.cn;515994;1454;1920
Asien;China;team-sg.data.maidaotech.cn;12222;1080;1920
Asien;China;weather.cma.cn;1450598;2505;1920
Asien;China;wecruit.hotjob.cn;14089;1080;1920
Asien;China;www.amziale.cn;1180898;4061;1920
Asien;China;www.apple.com.cn;2546501;4864;1920
Asien;China;www.asus.com.cn;509140;1080;1920
Asien;China;www.boc.cn;985006;2660;1920
Asien;China;www.cantonfair.org.cn;2846359;4659;1920
Asien;China;www.cecet.cn;1762336;2348;1920
Asien;China;www.chsi.com.cn;8511;1080;1920
Asien;China;www.coze.cn;208629;1080;1920
Asien;China;www.dm5.cn;9233558;7299;1920
Asien;China;www.guancha.cn;6544977;24120;1920
Asien;China;www.italent.cn;36523;1080;1920
Asien;China;www.kuwee.cn;1873758;4673;1920
Asien;China;www.lakawon.cn;878862;2140;1920
Asien;China;www.letpub.com.cn;1831802;3676;1920
Asien;China;www.pokemon.cn;2902989;2727;1920
Asien;China;www.scpta.com.cn;294014;1317;1920
Asien;China;www.speedtest.cn;944199;5455;1920
Asien;China;www.tapd.cn;406147;1080;1920
Asien;China;www.taptap.cn;1013941;4827;1920
Asien;China;www.visaforchina.cn;1060390;1080;1920
Asien;China;www.weather.com.cn;2718366;3789;1920
Asien;China;www.wjx.cn;1459781;8215;1920
Asien;China;www.xiaoheihe.cn;1008179;1080;1920
Asien;China;www.xtransfer.cn;1809382;3673;1920
Asien;China;www.y2mate.com.cn;418151;1958;1920
Asien;China;www.zcool.com.cn;10210832;5528;1920
Asien;China;www2.scut.edu.cn;692738;3935;1920
Asien;China;zb.yuyantv.cn;1390905;3994;1920
Asien;China;zh.moegirl.org.cn;2559071;4636;1920
Nordamerika;Costa Rica;aliss.cr;1457072;5627;1920
Nordamerika;Costa Rica;amp.telediario.cr;1400364;9671;1920
Nordamerika;Costa Rica;aprende.uned.ac.cr;482736;1268;1920
Nordamerika;Costa Rica;archivo.revistas.ucr.ac.cr;8932457;64331;1920
Nordamerika;Costa Rica;atv.hacienda.go.cr;310638;1080;1920
Nordamerika;Costa Rica;aulavirtual.coned.ac.cr;253477;1229;1920
Nordamerika;Costa Rica;auth.bncr.fi.cr;1480548;1080;1920
Nordamerika;Costa Rica;autoformacion.mep.go.cr;86405;1080;1920
Nordamerika;Costa Rica;bncr.bnonline.fi.cr;1480548;1080;1920
Nordamerika;Costa Rica;bnservicios.bncr.fi.cr;1480548;1080;1920
Nordamerika;Costa Rica;bnshop.bncr.fi.cr;1154463;6483;1920
Nordamerika;Costa Rica;canalvirtual.bancopopular.fi.cr;17252;1080;1920
Nordamerika;Costa Rica;carbonestore.cr;2868977;4606;1920
Nordamerika;Costa Rica;correo.ucr.ac.cr;483120;1080;1920
Nordamerika;Costa Rica;correos.go.cr;688598;1958;1920
Nordamerika;Costa Rica;dgec.mep.go.cr;86683;1080;1920
Nordamerika;Costa Rica;dgthenlinea.mep.go.cr;86580;1080;1920
Nordamerika;Costa Rica;dianeandgeordi.cr;2339295;6015;1920
Nordamerika;Costa Rica;ecc.ac.cr;41125;1080;1920
Nordamerika;Costa Rica;educa.uned.ac.cr;490863;1268;1920
Nordamerika;Costa Rica;elmundo.cr;2551074;8303;1920
Nordamerika;Costa Rica;enlinea.davivienda.cr;52587;1080;1920
Nordamerika;Costa Rica;entornovirtual.ucatolica.ac.cr;85463;1080;1920
Nordamerika;Costa Rica;epson.co.cr;3344385;3848;1920
Nordamerika;Costa Rica;gee.bccr.fi.cr;23874;1080;1920
Nordamerika;Costa Rica;global.ucr.ac.cr;122594;1080;1920
Nordamerika;Costa Rica;hac.cr;3377686;10087;3160
Nordamerika;Costa Rica;kemono.cr;1696967;1080;1920
Nordamerika;Costa Rica;kickasstorrent.cr;41423;1080;1920
Nordamerika;Costa Rica;kickasstorrents.cr;994929;4467;1920
Nordamerika;Costa Rica;moodle.uh.ac.cr;458447;1452;1920
Nordamerika;Costa Rica;mundohonda.cr;1507295;1377;1920
Nordamerika;Costa Rica;ori.ucr.ac.cr;1457575;3367;1920
Nordamerika;Costa Rica;ovitribucr.hacienda.go.cr;10824;1080;1920
Nordamerika;Costa Rica;paquetes.miclaro.cr;48073;1080;1920
Nordamerika;Costa Rica;pjenlinea.poder-judicial.go.cr;24828;1080;1920
Nordamerika;Costa Rica;pjenlineacr.poder-judicial.go.cr;19713;1080;1920
Nordamerika;Costa Rica;radios.co.cr;314836;1643;1920
Nordamerika;Costa Rica;saint2.cr;2789408;1080;1920
Nordamerika;Costa Rica;servicios.migracion.go.cr;86507;1080;1920
Nordamerika;Costa Rica;servicioselectorales.tse.go.cr;23874;1080;1920
Nordamerika;Costa Rica;siri.rnp.go.cr;61291;1080;1920
Nordamerika;Costa Rica;tecdigital.tec.ac.cr;339768;1080;1920
Nordamerika;Costa Rica;ticaconsultas.hacienda.go.cr;125773;1080;1920
Nordamerika;Costa Rica;tuedicto.cr;19273;1080;1920
Nordamerika;Costa Rica;uabierta.uned.ac.cr;411209;1168;1920
Nordamerika;Costa Rica;vianney.cr;1908247;4294;1920
Nordamerika;Costa Rica;virtual.cunlimon.ac.cr;30760;1080;1920
Nordamerika;Costa Rica;web.imas.go.cr;22446;1080;1920
Nordamerika;Costa Rica;www.airbnb.co.cr;168873;1252;1920
Nordamerika;Costa Rica;www.amway.co.cr;47654;1080;1920
Nordamerika;Costa Rica;www.ane.cr;2082232;6016;1920
Nordamerika;Costa Rica;www.bancopopular.fi.cr;1262862;9305;1920
Nordamerika;Costa Rica;www.bebemundo.co.cr;494441;3377;1920
Nordamerika;Costa Rica;www.changan.cr;37383;1080;1920
Nordamerika;Costa Rica;www.claro.cr;2813334;5947;1920
Nordamerika;Costa Rica;www.csv.go.cr;22048;1080;1920
Nordamerika;Costa Rica;www.cucvirtual.ac.cr;597911;1379;1920
Nordamerika;Costa Rica;www.facturaelectronica.cr;1747954;5089;1920
Nordamerika;Costa Rica;www.fill.cr;1315909;1080;1920
Nordamerika;Costa Rica;www.hacienda.go.cr;478033;1888;1920
Nordamerika;Costa Rica;www.imprentanacional.go.cr;48652;1080;1920
Nordamerika;Costa Rica;www.ina.ac.cr;457384;1080;1920
Nordamerika;Costa Rica;www.inainscripcioncursos.ac.cr;463487;1966;1920
Nordamerika;Costa Rica;www.intelec.co.cr;1304098;8277;1925
Nordamerika;Costa Rica;www.jps.go.cr;45110;1080;1920
Nordamerika;Costa Rica;www.jpsenlinea.go.cr;76864;1080;1920
Nordamerika;Costa Rica;www.lateja.cr;2730238;6549;1920
Nordamerika;Costa Rica;www.manual.cr;1179792;9296;1920
Nordamerika;Costa Rica;www.maxipali.co.cr;1656634;5475;6772
Nordamerika;Costa Rica;www.mep.go.cr;86171;1080;1920
Nordamerika;Costa Rica;www.officedepot.co.cr;3142003;4227;13440
Nordamerika;Costa Rica;www.oficinavirtual.opcccss.fi.cr;79679;1080;1930
Nordamerika;Costa Rica;www.pacifiko.cr;50074;1080;1920
Nordamerika;Costa Rica;www.payless.cr;36371;4657;1920
Nordamerika;Costa Rica;www.registronacional.go.cr;21040;1080;1920
Nordamerika;Costa Rica;www.seguridadpublica.go.cr;2024649;5060;1935
Nordamerika;Costa Rica;www.sicop.go.cr;412001;1998;1920
Nordamerika;Costa Rica;www.sinac.go.cr;37027;1080;1920
Nordamerika;Costa Rica;www.suzuki.cr;37030;1080;1920
Nordamerika;Costa Rica;www.tiendamia.cr;71011;1080;1920
Nordamerika;Costa Rica;www.tse.go.cr;104295;1080;1920
Nordamerika;Costa Rica;www.ubuy.cr;85560;1136;1920
Nordamerika;Costa Rica;www.usanmarcos.ac.cr;2916152;8129;1920
Nordamerika;Costa Rica;www.walmart.co.cr;386341;7332;9074
Europa;Deutschland;web.arbeitsagentur.de;1995651;4385;1920
Europa;Deutschland;www.abendblatt.de;4322951;19354;1965
Europa;Deutschland;www.deine-tierwelt.de;2911247;5805;1920
Europa;Deutschland;www.desired.de;4128565;15633;1920
Europa;Deutschland;www.dm.de;2156177;9029;1920
Europa;Deutschland;www.einfachbacken.de;7353956;9056;1920
Europa;Deutschland;www.fernsehserien.de;1230565;8265;1920
Europa;Deutschland;www.gamestar.de;3209113;10463;1920
Europa;Deutschland;www.gegen-hartz.de;2852097;6846;1920
Europa;Deutschland;www.gold.de;1043189;6894;1920
Europa;Deutschland;www.hoerzu.de;2246785;4186;1920
Europa;Deutschland;www.kino.de;2558125;7649;1920
Europa;Deutschland;www.mediamarkt.de;2648707;8167;1920
Europa;Deutschland;www.obi.de;3674783;8128;1920
Europa;Deutschland;www.parfumo.de;86944;1080;1920
Europa;Deutschland;www.presseportal.de;2307614;6718;1920
Europa;Deutschland;www.quoka.de;3188117;7904;1920
Europa;Deutschland;www.rewe.de;138436;1283;1920
Europa;Deutschland;www.rs-pankratz.de;3167774;5100;1920
Europa;Deutschland;www.ruhr24.de;1515942;11260;1920
Europa;Deutschland;www.skyscanner.de;101911;1080;1920
Europa;Deutschland;www.sport.de;3286985;15341;1920
Europa;Deutschland;www.sportschau.de;3569196;11912;1920
Europa;Deutschland;www.thueringer-allgemeine.de;4078044;18486;1965
Europa;Deutschland;www.tripadvisor.de;47454;1080;1920
Europa;Deutschland;www.vinted.de;2120643;3043;1920
Europa;Deutschland;www.wort-suchen.de;1164777;5594;1920
Nordamerika;Dominikanische Republik;aliss.do;1459634;4928;1920
Nordamerika;Dominikanische Republik;app-v2.fu.do;332732;1080;1920
Nordamerika;Dominikanische Republik;app.iplus.com.do;23874;1080;1920
Nordamerika;Dominikanische Republik;app.sli.do;31882;1080;1920
Nordamerika;Dominikanische Republik;app.uasd.edu.do;86389;1080;1920
Nordamerika;Dominikanische Republik;app.vucerd.gob.do;38113;1080;1920
Nordamerika;Dominikanische Republik;aulavirtual.uasd.edu.do;86264;1080;1920
Nordamerika;Dominikanische Republik;bhd.com.do;199883;2283;1920
Nordamerika;Dominikanische Republik;blackboard.unicaribe.edu.do;2005036;1080;2133
Nordamerika;Dominikanische Republik;bonoamil.gob.do;1109382;1080;1920
Nordamerika;Dominikanische Republik;books.google.com.do;31288;1080;1920
Nordamerika;Dominikanische Republik;campusvirtual.isfodosu.edu.do;1992040;3193;1935
Nordamerika;Dominikanische Republik;campusvirtual.pucmm.edu.do;29092;1080;1920
Nordamerika;Dominikanische Republik;canvas.unapec.edu.do;2011700;1080;1920
Nordamerika;Dominikanische Republik;certificado.ministeriodeeducacion.gob.do;101128;1080;1920
Nordamerika;Dominikanische Republik;ciencias.uasd.edu.do;86223;1080;1920
Nordamerika;Dominikanische Republik;consultas.contraloria.gob.do;8511;1080;1920
Nordamerika;Dominikanische Republik;dgii.gov.do;36353;1080;1920
Nordamerika;Dominikanische Republik;dle.mescyt.gob.do;33861;1080;1920
Nordamerika;Dominikanische Republik;economia.uasd.edu.do;86270;1080;1920
Nordamerika;Dominikanische Republik;edeeste.com.do;2413099;4691;1920
Nordamerika;Dominikanische Republik;educando.edu.do;1782232;4620;1920
Nordamerika;Dominikanische Republik;ehr.koneksi.com.do;13186;1080;1920
Nordamerika;Dominikanische Republik;eldia.com.do;4140180;13533;1920
Nordamerika;Dominikanische Republik;elnuevodiario.com.do;4691127;9957;1920
Nordamerika;Dominikanische Republik;eticket.migracion.gob.do;48796;1080;1920
Nordamerika;Dominikanische Republik;ferremix.com.do;1877948;6631;1920
Nordamerika;Dominikanische Republik;hoy.com.do;3320685;14814;1920
Nordamerika;Dominikanische Republik;hvc.com.do;1974554;4179;1920
Nordamerika;Dominikanische Republik;ib.bhd.com.do;8511;1080;1920
Nordamerika;Dominikanische Republik;ib.bpd.com.do;97264;1080;1920
Nordamerika;Dominikanische Republik;jce.gob.do;1222134;3853;1920
Nordamerika;Dominikanische Republik;jumbo.com.do;86481;1080;1920
Nordamerika;Dominikanische Republik;linux.do;16009;1080;1920
Nordamerika;Dominikanische Republik;lms2.oymas.edu.do;47819;1080;1920
Nordamerika;Dominikanische Republik;loteka.com.do;605378;1456;1920
Nordamerika;Dominikanische Republik;menu.fu.do;33658;1080;1920
Nordamerika;Dominikanische Republik;micampus.pucmm.edu.do;98280;1088;1920
Nordamerika;Dominikanische Republik;movies.do;377934;1080;1920
Nordamerika;Dominikanische Republik;oficina.cepm.com.do;995662;1100;1920
Nordamerika;Dominikanische Republik;ore.do;38175;1080;1920
Nordamerika;Dominikanische Republik;paginasamarillas.com.do;678267;2100;1920
Nordamerika;Dominikanische Republik;personal.migracion.gob.do;49085;1080;1920
Nordamerika;Dominikanische Republik;portal.comprasdominicana.gob.do;26022;1080;1920
Nordamerika;Dominikanische Republik;portal.mapfresaludars.com.do;87924;1080;1920
Nordamerika;Dominikanische Republik;portal.poderjudicial.gob.do;590484;2492;1920
Nordamerika;Dominikanische Republik;portal.servicios.pgr.gob.do;40436;1080;1920
Nordamerika;Dominikanische Republik;premios.do;848143;3529;1920
Nordamerika;Dominikanische Republik;presidencia.gob.do;3707678;6489;1920
Nordamerika;Dominikanische Republik;procesos.intec.edu.do;8511;1080;1920
Nordamerika;Dominikanische Republik;radios.com.do;306303;1643;1920
Nordamerika;Dominikanische Republik;reclamaciones.humano.com.do;39978;1080;1920
Nordamerika;Dominikanische Republik;ri.gob.do;992311;3903;1930
Nordamerika;Dominikanische Republik;salud.uasd.edu.do;86373;1080;1920
Nordamerika;Dominikanische Republik;sayi.do;1913836;7524;1920
Nordamerika;Dominikanische Republik;selfcare.altice.com.do;50392;1080;1920
Nordamerika;Dominikanische Republik;servicios.ri.gob.do;333664;1988;1920
Nordamerika;Dominikanische Republik;song.do;2069561;6471;1920
Nordamerika;Dominikanische Republik;ssb.uasd.edu.do;86425;1080;1920
Nordamerika;Dominikanische Republik;suir.gob.do;104300;1080;1920
Nordamerika;Dominikanische Republik;telemicro.com.do;1327523;3427;1920
Nordamerika;Dominikanische Republik;tuempleord.do;848137;9400;1920
Nordamerika;Dominikanische Republik;uasd.edu.do;86643;1080;1920
Nordamerika;Dominikanische Republik;unicaribe.edu.do;1744627;3653;1920
Nordamerika;Dominikanische Republik;virtual.itsc.edu.do;86464;1080;1920
Nordamerika;Dominikanische Republik;www.altice.com.do;1475995;3385;1920
Nordamerika;Dominikanische Republik;www.amway.com.do;47691;1080;1920
Nordamerika;Dominikanische Republik;www.apap.com.do;1677558;4505;1920
Nordamerika;Dominikanische Republik;www.arssenasa3.gob.do;351691;1080;1920
Nordamerika;Dominikanische Republik;www.banreservas.com.do;5424926;7754;1920
Nordamerika;Dominikanische Republik;www.claro.com.do;3265381;6060;1920
Nordamerika;Dominikanische Republik;www.coe.gob.do;87115;1080;1920
Nordamerika;Dominikanische Republik;www.corotos.com.do;1830290;5085;1925
Nordamerika;Dominikanische Republik;www.dgjp.gob.do;86796;1080;1920
Nordamerika;Dominikanische Republik;www.espn.com.do;692009;5094;1920
Nordamerika;Dominikanische Republik;www.gob.do;380525;3972;1920
Nordamerika;Dominikanische Republik;www.ikea.com.do;5830104;11973;1920
Nordamerika;Dominikanische Republik;www.intec.edu.do;2344394;4038;1920
Nordamerika;Dominikanische Republik;www.loteriadominicana.com.do;735744;6073;1920
Nordamerika;Dominikanische Republik;www.loteriasdominicanas.com.do;938823;10359;1920
Nordamerika;Dominikanische Republik;www.nestlefamilynes.do;739856;6601;1920
Nordamerika;Dominikanische Republik;www.pequenin.com.do;909767;2808;1920
Nordamerika;Dominikanische Republik;www.policianacional.gob.do;3341092;4669;1944
Nordamerika;Dominikanische Republik;www.sipen.gob.do;1838780;6077;1920
Nordamerika;Dominikanische Republik;www.superate.gob.do;3079932;7036;1920
Nordamerika;Dominikanische Republik;www.tiendascorripio.com.do;2162290;5202;1920
Nordamerika;Dominikanische Republik;www.transunion.com.do;86481;1080;1920
Nordamerika;Dominikanische Republik;www.uapa.edu.do;1463441;4714;1920
Nordamerika;Dominikanische Republik;xvideos.do;1652883;2848;1920
Nordamerika;Dominikanische Republik;yosper.do;86707;1080;1920
Südamerika;Ecuador;activa.claro.com.ec;8511;1080;1920
Südamerika;Ecuador;admisionvirtual.espol.edu.ec;2017589;1080;1920
Südamerika;Ecuador;app.iess.gob.ec;480231;3029;2168
Südamerika;Ecuador;app02.cne.gob.ec;37894;1080;1920
Südamerika;Ecuador;apps.registrocivil.gob.ec;358365;1187;1920
Südamerika;Ecuador;atenea.instipp.edu.ec;58280;1080;1920
Südamerika;Ecuador;aulagrado.unemi.edu.ec;76088;1080;1920
Südamerika;Ecuador;aulas-virtuales.upec.edu.ec;809091;4683;1920
Südamerika;Ecuador;aulavirtual.espol.edu.ec;1419858;1080;1920
Südamerika;Ecuador;cloud3.utn.edu.ec;229026;1080;1920
Südamerika;Ecuador;consultas.atm.gob.ec;16165;1080;1920
Südamerika;Ecuador;consultaweb.ant.gob.ec;49515;1080;1920
Südamerika;Ecuador;ecuaconsultas.ec;894453;4524;1920
Südamerika;Ecuador;educacion.gob.ec;1400748;1080;1920
Südamerika;Ecuador;elearning.espoch.edu.ec;75004;1120;1920
Südamerika;Ecuador;encuentraempleo.trabajo.gob.ec;581245;3252;1920
Südamerika;Ecuador;enova-grado.ucuenca.edu.ec;24389;1080;1920
Südamerika;Ecuador;eva.pregrado.uea.edu.ec;912231;1644;1920
Südamerika;Ecuador;eva.puce.edu.ec;392540;1080;1920
Südamerika;Ecuador;eva.ube.edu.ec;2427374;3446;1920
Südamerika;Ecuador;eva.upse.edu.ec;1270023;1911;1920
Südamerika;Ecuador;eveaenlinea.utmachala.edu.ec;78547;1080;1920
Südamerika;Ecuador;eveanivelacion.utmachala.edu.ec;50320;1080;1920
Südamerika;Ecuador;evirtual.espam.edu.ec;1693874;1688;1920
Südamerika;Ecuador;facturadorsri.sri.gob.ec;45596;1080;1920
Südamerika;Ecuador;incentivoemprende.ieps.gob.ec;21864;1080;1920
Südamerika;Ecuador;jovenes.mit.gob.ec;107077;1080;1920
Südamerika;Ecuador;klmanga.ec;86397;1080;1920
Südamerika;Ecuador;lugarvotacion.cne.gob.ec;86222;1080;1920
Südamerika;Ecuador;micampus.espe.edu.ec;1050893;1255;1920
Südamerika;Ecuador;micampus1.espe.edu.ec;1107698;1275;1920
Südamerika;Ecuador;micampusvirtual.espe.edu.ec;1134965;1495;1920
Südamerika;Ecuador;miclaro.com.ec;848728;1240;1920
Südamerika;Ecuador;miespe.espe.edu.ec;1909675;1080;1920
Südamerika;Ecuador;moodle.utmachala.edu.ec;64411;1080;1920
Südamerika;Ecuador;pq.biess.fin.ec;166247;1080;1920
Südamerika;Ecuador;radios.com.ec;317650;1643;1920
Südamerika;Ecuador;sac.unl.edu.ec;36926;1080;1920
Südamerika;Ecuador;sai.utb.edu.ec;1026435;1080;1920
Südamerika;Ecuador;servicioenlinea.ug.edu.ec;150169;1266;1920
Südamerika;Ecuador;sga.unemi.edu.ec;108103;1080;1927
Südamerika;Ecuador;sga.uti.edu.ec;37207;1080;1920
Südamerika;Ecuador;sgaestudiante.unemi.edu.ec;51745;1080;1920
Südamerika;Ecuador;sicoaweb2.unach.edu.ec;38101;1080;1920
Südamerika;Ecuador;sportbet.ec;41912;1080;1920
Südamerika;Ecuador;sut.trabajo.gob.ec;1202615;2867;1920
Südamerika;Ecuador;uakinogo.ec;2016335;5223;1920
Südamerika;Ecuador;uvirtual.uce.edu.ec;1971446;1265;1920
Südamerika;Ecuador;www.bet593.ec;1431690;1995;1920
Südamerika;Ecuador;www.cinecalidad.ec;1469096;2692;1920
Südamerika;Ecuador;www.cne.gob.ec;38446;1080;1920
Südamerika;Ecuador;www.compraspublicas.gob.ec;224718;1080;1920
Südamerika;Ecuador;www.deprati.com.ec;44740;1080;1920
Südamerika;Ecuador;www.desarrollohumano.gob.ec;1515744;1355;1920
Südamerika;Ecuador;www.dirmov.mil.ec;2437799;7242;1920
Südamerika;Ecuador;www.espn.com.ec;1541003;7332;1920
Südamerika;Ecuador;www.expreso.ec;3374516;13040;1920
Südamerika;Ecuador;www.extra.ec;3539023;12375;1920
